text,labels
From my perspective This makes me angry and I want immediate action today.,anger
In today's discussion He remained polite under pressure for this release.,polite
In this project I am stressed by constant pressure for our team.,stressed
From my perspective. the tone feels friendly. I am hopeful that this will improve. the tone feels mixed right now.,"confused,hopeful,nice"
In this situation I feel sick and weak today for this case.,sick
During this week This update is confusing and incomplete for this case.,confused
From my perspective This week feels depressing and heavy for our team.,depressed
In this project Your words were sweet and comforting for this case.,sweet
From my perspective the tone is gentle for this release.,sweet
From my perspective the tone is outraged for this case.,anger
In today's discussion The room was tensed before the decision today.,tensed
During this week the tone is empty right now.,depressed
From my perspective The interaction was nice and respectful for this case.,nice
In today's discussion I am worried about the final result right now.,worried
From my perspective I feel deeply sad about this loss right now.,sad
From my perspective the tone is thank you right now.,polite
In today's discussion the tone is pleasant right now.,nice
In this project. the tone feels overloaded. the tone feels sorrow today.,"sad,stressed"
In today's discussion. the tone feels cherish. the tone feels hopeful for this release.,"hopeful,love"
